gene	chr	3utr_start	3utr_end	length	source
YGL202W	chrVII	117562	117682	121	Xu_2009
YGL203C	chrVII	112417	112475	59	Xu_2009
YGL207W	chrVII	102077	102205	129	Nagalakshmi_2008
YGL210W	chrVII	94461	94571	111	Nagalakshmi_2008
YGL213C	chrVII	89825	90054	230	Zhang_2005
YGL215W	chrVII	89340	89636	297	Nagalakshmi_2008
YGL216W	chrVII	87303	87349	47	Xu_2009
YGL219C	chrVII	82800	82878	79	Xu_2009
YGL221C	chrVII	81344	81426	83	Miura_2006
YGL225W	chrVII	77908	78032	125	Xu_2009
YGL226C-A	chrVII	72598	72749	152	Miura_2006
YGL226W	chrVII	73712	73818	107	Xu_2009
YGL228W	chrVII	69332	69478	147	Nagalakshmi_2008
YGL231C	chrVII	62970	63048	79	Xu_2009
YGL232W	chrVII	63003	63077	75	Nagalakshmi_2008
YGL233W	chrVII	61855	61919	65	Nagalakshmi_2008
YGL234W	chrVII	58891	59000	110	Yassour_2009
YGL236C	chrVII	53734	53787	54	Xu_2009
YGL238W	chrVII	52435	52539	105	Xu_2009
YGL242C	chrVII	44453	44652	200	Zhang_2005
YGL245W	chrVII	41150	41209	60	Nagalakshmi_2008
YGL247W	chrVII	37527	37596	70	Xu_2009
YGL252C	chrVII	25504	25718	215	Nagalakshmi_2008
YGL253W	chrVII	25396	25603	208	Miura_2006
YGL255W	chrVII	22109	22204	96	Nagalakshmi_2008
YGL256W	chrVII	16308	16484	177	Nagalakshmi_2008
YGR002C	chrVII	498235	498476	242	Yassour_2009
YGR007W	chrVII	507941	508079	139	Nagalakshmi_2008
YGR008C	chrVII	507940	508110	171	Miura_2006
YGR009C	chrVII	508947	509047	101	Miura_2006
YGR012W	chrVII	514341	514373	33	Xu_2009
YGR013W	chrVII	516417	516678	262	Nagalakshmi_2008
YGR016W	chrVII	522834	523011	178	Nagalakshmi_2008
YGR017W	chrVII	524681	524794	114	Nagalakshmi_2008
YGR020C	chrVII	526822	526973	152	Miura_2006
YGR021W	chrVII	528505	528597	93	Yassour_2009
YGR026W	chrVII	533822	533974	153	Nagalakshmi_2008
YGR027C	chrVII	533973	534132	160	Miura_2006
YGR028W	chrVII	543292	543445	154	Miura_2006
YGR031W	chrVII	547470	547779	310	Nagalakshmi_2008
YGR033C	chrVII	554005	554248	244	Miura_2006
YGR034W	chrVII	556673	556912	240	Miura_2006
YGR035C	chrVII	556896	557072	177	Miura_2006
YGR037C	chrVII	559470	559731	262	Miura_2006
YGR038W	chrVII	561351	561496	146	Nagalakshmi_2008
YGR042W	chrVII	580292	580381	90	Xu_2009
YGR046W	chrVII	586053	586393	341	Nagalakshmi_2008
YGR048W	chrVII	590912	590991	80	Nagalakshmi_2008
YGR049W	chrVII	591878	592093	216	Nagalakshmi_2008
YGR050C	chrVII	592015	592086	72	Miura_2006
YGR053C	chrVII	594923	594986	64	Xu_2009
YGR054W	chrVII	598622	598833	212	Yassour_2009
YGR055W	chrVII	601142	601288	147	Yassour_2009
YGR060W	chrVII	611494	611807	314	Xu_2009
YGR063C	chrVII	617417	617516	100	Miura_2006
YGR074W	chrVII	636153	636446	294	Nagalakshmi_2008
YGR076C	chrVII	637007	637104	98	Miura_2006
YGR077C	chrVII	637669	637744	76	Xu_2009
YGR080W	chrVII	643009	643078	70	Nagalakshmi_2008
YGR081C	chrVII	643009	643148	140	Xu_2009
YGR082W	chrVII	644596	644743	148	Nagalakshmi_2008
YGR085C	chrVII	648289	648383	95	Miura_2006
YGR086C	chrVII	649266	649598	333	Miura_2006
YGR088W	chrVII	656323	656420	98	Miura_2006
YGR093W	chrVII	671912	671992	81	Nagalakshmi_2008
YGR095C	chrVII	675565	675671	107	Xu_2009
YGR100W	chrVII	693098	693193	96	Xu_2009
YGR101W	chrVII	694404	694493	90	Nagalakshmi_2008
YGR102C	chrVII	694420	694584	165	Miura_2006
YGR103W	chrVII	697235	697399	165	Nagalakshmi_2008
YGR104C	chrVII	697430	697445	16	Nagalakshmi_2008
YGR105W	chrVII	698833	699010	178	Miura_2006
YGR106C	chrVII	698901	698989	89	Miura_2006
YGR108W	chrVII	705052	705205	154	Nagalakshmi_2008
YGR110W	chrVII	715047	715099	53	Nagalakshmi_2008
YGR111W	chrVII	717031	717142	112	Nagalakshmi_2008
YGR112W	chrVII	718528	718726	199	Xu_2009
YGR113W	chrVII	719925	720222	298	Xu_2009
YGR116W	chrVII	724765	724866	102	Nagalakshmi_2008
YGR118W	chrVII	727731	728072	342	Miura_2006
YGR123C	chrVII	736509	736662	154	Zhang_2005
YGR124W	chrVII	741663	741880	218	Xu_2009
YGR128C	chrVII	747869	747950	82	Zhang_2005
YGR130C	chrVII	751226	751394	169	Miura_2006
YGR135W	chrVII	762169	762259	91	Xu_2009
YGR141W	chrVII	771973	772068	96	Nagalakshmi_2008
YGR142W	chrVII	773687	773786	100	Nagalakshmi_2008
YGR145W	chrVII	783891	783991	101	Miura_2006
YGR146C	chrVII	784127	784223	97	Miura_2006
YGR147C	chrVII	785949	786054	106	Xu_2009
YGR148C	chrVII	787163	787312	150	Miura_2006
YGR149W	chrVII	790330	790489	160	Nagalakshmi_2008
YGR155W	chrVII	800067	800206	140	Yassour_2009
YGR157W	chrVII	805050	805155	106	Nagalakshmi_2008
YGR159C	chrVII	806276	806412	137	Miura_2006
YGR161C	chrVII	808419	808629	211	Miura_2006
YGR161W-C	chrVII	810506	810783	278	Miura_2006
YGR163W	chrVII	828578	828638	61	Nagalakshmi_2008
YGR165W	chrVII	830154	830286	133	Xu_2009
YGR167W	chrVII	833158	833350	193	Xu_2009
YGR169C	chrVII	834609	834689	81	Xu_2009
YGR169C-A	chrVII	835990	836387	398	Miura_2006
YGR170W	chrVII	840559	840833	275	Nagalakshmi_2008
YGR171C	chrVII	840736	840824	89	Yassour_2009
YGR172C	chrVII	842729	842845	117	Miura_2006
YGR173W	chrVII	844961	845173	213	Nagalakshmi_2008
YGR174W-A	chrVII	846742	846853	112	Miura_2006
YGR175C	chrVII	846782	846933	152	Miura_2006
YGR178C	chrVII	850912	851047	136	Xu_2009
YGR181W	chrVII	858605	858790	186	Miura_2006
YGR183C	chrVII	858688	859063	376	Miura_2006
YGR185C	chrVII	866224	866336	113	Miura_2006
YGR186W	chrVII	869982	870033	52	Nagalakshmi_2008
YGR189C	chrVII	876565	876669	105	Zhang_2005
YGR191W	chrVII	882232	882462	231	Nagalakshmi_2008
YGR192C	chrVII	882715	882812	98	Miura_2006
YGR193C	chrVII	884390	884509	120	Miura_2006
YGR195W	chrVII	889623	889701	79	Nagalakshmi_2008
YGR199W	chrVII	899782	900109	328	Xu_2009
YGR200C	chrVII	899830	899904	75	Yassour_2009
YGR204W	chrVII	908775	908875	101	Xu_2009
YGR205W	chrVII	910086	910199	114	Xu_2009
YGR206W	chrVII	910738	910829	92	Miura_2006
YGR207C	chrVII	910720	910843	124	Yassour_2009
YGR208W	chrVII	912813	912861	49	Nagalakshmi_2008
YGR209C	chrVII	912824	912913	90	Miura_2006
YGR210C	chrVII	913425	913503	79	Xu_2009
YGR211W	chrVII	916702	916900	199	Nagalakshmi_2008
YGR214W	chrVII	921789	921888	100	Xu_2009
YGR215W	chrVII	922508	922626	119	Nagalakshmi_2008
YGR220C	chrVII	936019	936074	56	Miura_2006
YGR221C	chrVII	937062	937124	63	Xu_2009
YGR222W	chrVII	940805	940896	92	Nagalakshmi_2008
YGR223C	chrVII	940820	940869	50	Miura_2006
YGR230W	chrVII	952308	952425	118	Xu_2009
YGR231C	chrVII	952346	952548	203	Zhang_2005
YGR232W	chrVII	954647	954717	71	Nagalakshmi_2008
YGR234W	chrVII	961104	961382	279	Xu_2009
YGR235C	chrVII	961253	961360	108	Yassour_2009
YGR239C	chrVII	969080	969187	108	Miura_2006
YGR240C	chrVII	970547	970771	225	Miura_2006
YGR241C	chrVII	974845	974875	31	Miura_2006
YGR243W	chrVII	977777	977925	149	Miura_2006
YGR244C	chrVII	977907	978036	130	Miura_2006
YGR248W	chrVII	986740	986847	108	Yassour_2009
YGR250C	chrVII	991073	991176	104	Zhang_2005
YGR251W	chrVII	996230	996613	384	Miura_2006
YGR252W	chrVII	998189	998369	181	Nagalakshmi_2008
YGR253C	chrVII	998290	998358	69	Nagalakshmi_2008
YGR254W	chrVII	1002241	1002399	159	Xu_2009
YGR260W	chrVII	1014090	1014200	111	Nagalakshmi_2008
YGR261C	chrVII	1014233	1014321	89	Nagalakshmi_2008
YGR262C	chrVII	1016867	1016974	108	Miura_2006
YGR263C	chrVII	1017897	1017967	71	Xu_2009
YGR267C	chrVII	1024944	1025004	61	Miura_2006
YGR274C	chrVII	1039811	1039895	85	Nagalakshmi_2008
YGR277C	chrVII	1045559	1045644	86	Nagalakshmi_2008
YGR278W	chrVII	1048465	1048558	94	Nagalakshmi_2008
YGR281W	chrVII	1057258	1057412	155	Nagalakshmi_2008
YGR282C	chrVII	1057455	1057783	329	Miura_2006
YGR283C	chrVII	1058955	1059015	61	Miura_2006
YGR284C	chrVII	1060490	1060658	169	Miura_2006
YGR285C	chrVII	1061812	1061852	41	Nagalakshmi_2008
YGR286C	chrVII	1063681	1063813	133	Xu_2009
YHL001W	chrVIII	105092	105225	134	Xu_2009
YHL003C	chrVIII	100413	100648	236	Xu_2009
YHL004W	chrVIII	100404	100504	101	Nagalakshmi_2008
YHL008C	chrVIII	92456	92627	172	Yassour_2009
YHL011C	chrVIII	80531	80654	124	Miura_2006
YHL013C	chrVIII	77340	77430	91	Xu_2009
YHL019C	chrVIII	67652	67731	80	Xu_2009
YHL020C	chrVIII	66142	66242	101	Xu_2009
YHL025W	chrVIII	55850	55952	103	Yassour_2009
YHL027W	chrVIII	52989	53195	207	Xu_2009
YHL028W	chrVIII	50581	50674	94	Yassour_2009
YHL029C	chrVIII	45839	45929	91	Miura_2006
YHL032C	chrVIII	36319	36379	61	Nagalakshmi_2008
YHL033C	chrVIII	34569	35255	687	Miura_2006
YHL034C	chrVIII	33054	33193	140	Miura_2006
YHL036W	chrVIII	27882	27955	74	Xu_2009
YHL038C	chrVIII	23514	23617	104	Nagalakshmi_2008
YHR001W	chrVIII	107369	107437	69	Nagalakshmi_2008
YHR001W-A	chrVIII	108123	108439	317	Xu_2009
YHR002W	chrVIII	109886	110023	138	Miura_2006
YHR003C	chrVIII	109948	110028	81	Miura_2006
YHR005C-A	chrVIII	115405	115620	216	Xu_2009
YHR006W	chrVIII	119440	119575	136	Yassour_2009
YHR007C	chrVIII	119825	120091	267	Miura_2006
YHR008C	chrVIII	122780	122889	110	Miura_2006
YHR009C	chrVIII	123987	124109	123	Miura_2006
YHR010W	chrVIII	127493	127641	149	Miura_2006
YHR011W	chrVIII	129121	129210	90	Yassour_2009
YHR012W	chrVIII	130449	130775	327	Nagalakshmi_2008
YHR013C	chrVIII	130587	130730	144	Miura_2006
YHR016C	chrVIII	136680	136881	202	Nagalakshmi_2008
YHR017W	chrVIII	139852	139928	77	Nagalakshmi_2008
YHR018C	chrVIII	139860	140011	152	Miura_2006
YHR019C	chrVIII	141820	141894	75	Xu_2009
YHR020W	chrVIII	146063	146151	89	Nagalakshmi_2008
YHR021C	chrVIII	147768	147871	104	Miura_2006
YHR024C	chrVIII	157475	157744	270	Zhang_2005
YHR025W	chrVIII	160512	160607	96	Yassour_2009
YHR026W	chrVIII	161486	161686	201	Xu_2009
YHR028C	chrVIII	164891	164978	88	Xu_2009
YHR029C	chrVIII	167601	167677	77	Miura_2006
YHR030C	chrVIII	168731	168890	160	Yassour_2009
YHR033W	chrVIII	176820	177097	278	Xu_2009
YHR037W	chrVIII	183705	183873	169	Xu_2009
YHR039C-A	chrVIII	187070	187173	104	Miura_2006
YHR040W	chrVIII	189025	189132	108	Nagalakshmi_2008
YHR042W	chrVIII	192619	192790	172	Xu_2009
YHR043C	chrVIII	192732	192805	74	Miura_2006
YHR047C	chrVIII	198601	198740	140	Xu_2009
YHR049W	chrVIII	207194	207327	134	Nagalakshmi_2008
YHR051W	chrVIII	210152	210606	455	Nagalakshmi_2008
YHR052W	chrVIII	211979	212119	141	Yassour_2009
YHR057C	chrVIII	218105	218226	122	Miura_2006
YHR058C	chrVIII	218941	218997	57	Zhang_2005
YHR059W	chrVIII	220501	220586	86	Nagalakshmi_2008
YHR060W	chrVIII	221271	221335	65	Nagalakshmi_2008
YHR061C	chrVIII	221318	221534	217	Xu_2009
YHR062C	chrVIII	222795	222877	83	Miura_2006
YHR064C	chrVIII	225338	225525	188	Miura_2006
YHR065C	chrVIII	227412	227532	121	Xu_2009
YHR066W	chrVIII	230697	230810	114	Nagalakshmi_2008
YHR067W	chrVIII	231813	232148	336	Nagalakshmi_2008
YHR068W	chrVIII	233297	233535	239	Xu_2009
YHR069C	chrVIII	233437	233579	143	Zhang_2005
YHR072W	chrVIII	241294	241388	95	Nagalakshmi_2008
YHR072W-A	chrVIII	241841	241998	158	Miura_2006
YHR074W	chrVIII	248338	248470	133	Xu_2009
YHR076W	chrVIII	252226	252340	115	Nagalakshmi_2008
YHR081W	chrVIII	268093	268215	123	Nagalakshmi_2008
YHR083W	chrVIII	273617	273701	85	Nagalakshmi_2008
YHR085W	chrVIII	277769	277807	39	Nagalakshmi_2008
YHR087W	chrVIII	281156	281351	196	Miura_2006
YHR088W	chrVIII	282383	282475	93	Nagalakshmi_2008
YHR089C	chrVIII	282636	282681	46	Miura_2006
YHR092C	chrVIII	287017	287081	65	Miura_2006
YHR094C	chrVIII	290820	290913	94	Nagalakshmi_2008
YHR100C	chrVIII	314014	314116	103	Xu_2009
YHR102W	chrVIII	319815	319902	88	Xu_2009
YHR104W	chrVIII	324393	324579	187	Yassour_2009
YHR107C	chrVIII	326645	326813	169	Yassour_2009
YHR108W	chrVIII	330061	330204	144	Nagalakshmi_2008
YHR109W	chrVIII	332068	332143	76	Nagalakshmi_2008
YHR110W	chrVIII	332921	333033	113	Nagalakshmi_2008
YHR112C	chrVIII	334322	334527	206	Xu_2009
YHR113W	chrVIII	337810	337947	138	Yassour_2009
YHR118C	chrVIII	344269	344321	53	Xu_2009
YHR120W	chrVIII	352454	352514	61	Nagalakshmi_2008
YHR121W	chrVIII	353320	353450	131	Yassour_2009
YHR122W	chrVIII	354321	354470	150	Nagalakshmi_2008
YHR127W	chrVIII	361645	361841	197	Xu_2009
YHR128W	chrVIII	362766	362992	227	Xu_2009
YHR129C	chrVIII	362884	362999	116	Xu_2009
YHR132C	chrVIII	368347	368502	156	Nagalakshmi_2008
YHR132W-A	chrVIII	370450	370614	165	Miura_2006
YHR135C	chrVIII	372606	372694	89	Nagalakshmi_2008
YHR137W	chrVIII	377251	377346	96	Nagalakshmi_2008
YHR138C	chrVIII	377234	377355	122	Miura_2006
YHR141C	chrVIII	381869	381990	122	Miura_2006
YHR142W	chrVIII	384489	384570	82	Nagalakshmi_2008
YHR143W	chrVIII	386488	386730	243	Nagalakshmi_2008
YHR143W-A	chrVIII	387446	387717	272	Miura_2006
YHR144C	chrVIII	387641	387788	148	Nagalakshmi_2008
YHR146W	chrVIII	391698	391752	55	Yassour_2009
YHR147C	chrVIII	392519	392639	121	Yassour_2009
YHR148W	chrVIII	394086	394421	336	Xu_2009
YHR149C	chrVIII	394338	394455	118	Xu_2009
YHR152W	chrVIII	401956	402071	116	Miura_2006
YHR156C	chrVIII	411358	411384	27	Miura_2006
YHR162W	chrVIII	423462	423577	116	Miura_2006
YHR163W	chrVIII	424474	424611	138	Nagalakshmi_2008
YHR169W	chrVIII	443477	443628	152	Xu_2009
YHR170W	chrVIII	445385	445519	135	Xu_2009
YHR171W	chrVIII	447606	447679	74	Xu_2009
YHR174W	chrVIII	452641	452765	125	Xu_2009
YHR176W	chrVIII	455528	455592	65	Nagalakshmi_2008
YHR179W	chrVIII	463705	463812	108	Nagalakshmi_2008
YHR181W	chrVIII	467915	468028	114	Yassour_2009
YHR183W	chrVIII	472430	472553	124	Nagalakshmi_2008
YHR187W	chrVIII	481920	482029	110	Nagalakshmi_2008
YHR188C	chrVIII	481879	482005	127	Yassour_2009
YHR190W	chrVIII	486180	486278	99	Nagalakshmi_2008
YHR191C	chrVIII	486049	486230	182	Xu_2009
YHR192W	chrVIII	487663	487742	80	Nagalakshmi_2008
YHR193C	chrVIII	487635	487712	78	Miura_2006
YHR194W	chrVIII	490397	490478	82	Xu_2009
YHR195W	chrVIII	491713	491905	193	Nagalakshmi_2008
YHR196W	chrVIII	493659	493709	51	Xu_2009
YHR197W	chrVIII	496188	496292	105	Nagalakshmi_2008
YHR198C	chrVIII	496195	496315	121	Xu_2009
YHR200W	chrVIII	499886	499955	70	Nagalakshmi_2008
YHR203C	chrVIII	504350	504476	127	Miura_2006
YHR208W	chrVIII	518714	518871	158	Nagalakshmi_2008
YHR216W	chrVIII	555968	556146	179	Nagalakshmi_2008
YIL002W-A	chrIX	350511	350707	197	Miura_2006
YIL003W	chrIX	350004	350099	96	Yassour_2009
YIL004C	chrIX	347902	347946	45	Miura_2006
YIL007C	chrIX	342841	342994	154	Miura_2006
YIL008W	chrIX	342836	343018	183	Xu_2009
YIL009C-A	chrIX	335626	335666	41	Nagalakshmi_2008
YIL009W	chrIX	341429	341648	220	Yassour_2009
YIL010W	chrIX	335530	335708	179	Nagalakshmi_2008
YIL014W	chrIX	327996	327996	1	Nagalakshmi_2008
YIL016W	chrIX	321934	321993	60	Miura_2006
YIL018W	chrIX	317933	318019	87	Nagalakshmi_2008
YIL019W	chrIX	316134	316345	212	Yassour_2009
YIL020C	chrIX	313938	314035	98	Nagalakshmi_2008
YIL021W	chrIX	313862	313996	135	Nagalakshmi_2008
YIL022W	chrIX	312461	312769	309	Xu_2009
YIL024C	chrIX	308486	308602	117	Miura_2006
YIL027C	chrIX	303507	303679	173	Zhang_2005
YIL030C	chrIX	295972	296050	79	Xu_2009
YIL033C	chrIX	290236	290419	184	Miura_2006
YIL034C	chrIX	289167	289226	60	Miura_2006
YIL036W	chrIX	287430	287533	104	Nagalakshmi_2008
YIL039W	chrIX	279848	280012	165	Xu_2009
YIL040W	chrIX	278140	278254	115	Miura_2006
YIL041W	chrIX	277506	277612	107	Yassour_2009
YIL042C	chrIX	274999	275108	110	Xu_2009
YIL043C	chrIX	273961	274072	112	Xu_2009
YIL044C	chrIX	272780	272950	171	Xu_2009
YIL045W	chrIX	272778	272921	144	Nagalakshmi_2008
YIL046W	chrIX	270574	270723	150	Xu_2009
YIL049W	chrIX	260920	260988	69	Nagalakshmi_2008
YIL050W	chrIX	259771	259895	125	Nagalakshmi_2008
YIL051C	chrIX	257689	257843	155	Miura_2006
YIL052C	chrIX	256113	256226	114	Miura_2006
YIL053W	chrIX	255868	256030	163	Nagalakshmi_2008
YIL056W	chrIX	251914	252045	132	Xu_2009
YIL057C	chrIX	247856	247902	47	Miura_2006
YIL062C	chrIX	243891	243998	108	Miura_2006
YIL063C	chrIX	242744	242761	18	Xu_2009
YIL065C	chrIX	241195	241308	114	Miura_2006
YIL067C	chrIX	235662	235724	63	Xu_2009
YIL068C	chrIX	232946	233057	112	Xu_2009
YIL069C	chrIX	231342	231553	212	Miura_2006
YIL070C	chrIX	230150	230272	123	Miura_2006
YIL076W	chrIX	217549	217718	170	Xu_2009
YIL078W	chrIX	214704	214776	73	Nagalakshmi_2008
YIL079C	chrIX	210800	210923	124	Xu_2009
YIL083C	chrIX	203461	203556	96	Zhang_2005
YIL085C	chrIX	200444	200490	47	Nagalakshmi_2008
YIL087C	chrIX	199546	199646	101	Miura_2006
YIL088C	chrIX	197865	197931	67	Zhang_2005
YIL090W	chrIX	195071	195388	318	Nagalakshmi_2008
YIL091C	chrIX	190938	191030	93	Nagalakshmi_2008
YIL093C	chrIX	187887	187990	104	Zhang_2005
YIL095W	chrIX	186370	186444	75	Nagalakshmi_2008
YIL096C	chrIX	182021	182117	97	Nagalakshmi_2008
YIL097W	chrIX	181978	182098	121	Xu_2009
YIL098C	chrIX	179703	179772	70	Xu_2009
YIL102C-A	chrIX	173000	173365	366	Xu_2009
YIL103W	chrIX	173029	173101	73	Nagalakshmi_2008
YIL105C	chrIX	167427	167581	155	Miura_2006
YIL106W	chrIX	167445	167570	126	Miura_2006
YIL108W	chrIX	162978	163107	130	Nagalakshmi_2008
YIL109C	chrIX	157232	157385	154	Nagalakshmi_2008
YIL110W	chrIX	157179	157342	164	Xu_2009
YIL111W	chrIX	155766	155914	149	Miura_2006
YIL113W	chrIX	151189	151193	5	Miura_2006
YIL114C	chrIX	149020	149143	124	Nagalakshmi_2008
YIL121W	chrIX	133873	134029	157	Nagalakshmi_2008
YIL123W	chrIX	129582	129918	337	Yassour_2009
YIL124W	chrIX	127098	127197	100	Nagalakshmi_2008
YIL126W	chrIX	122072	122205	134	Yassour_2009
YIL127C	chrIX	116962	117024	63	Nagalakshmi_2008
YIL131C	chrIX	100632	100781	150	Nagalakshmi_2008
YIL133C	chrIX	98411	98527	117	Miura_2006
YIL136W	chrIX	94801	94899	99	Miura_2006
YIL137C	chrIX	89867	89948	82	Xu_2009
YIL138C	chrIX	88886	89230	345	Miura_2006
YIL139C	chrIX	87868	87979	112	Miura_2006
YIL142W	chrIX	84886	84937	52	Nagalakshmi_2008
YIL148W	chrIX	69529	69640	112	Miura_2006
YIL156W-B	chrIX	47974	48077	104	Miura_2006
YIL157C	chrIX	46751	46949	199	Miura_2006
YIL158W	chrIX	46816	46916	101	Nagalakshmi_2008
YIL161W	chrIX	40141	40179	39	Miura_2006
YIR003W	chrIX	362925	362994	70	Nagalakshmi_2008
YIR010W	chrIX	377162	377288	127	Nagalakshmi_2008
YIR011C	chrIX	377195	377287	93	Miura_2006
YIR012W	chrIX	379782	379883	102	Xu_2009
YIR016W	chrIX	383426	383501	76	Nagalakshmi_2008
YIR022W	chrIX	399237	399341	105	Miura_2006
YIR035C	chrIX	420950	421026	77	Miura_2006
YIR036C	chrIX	422027	422074	48	Miura_2006
YIR037W	chrIX	423620	423753	134	Miura_2006
YJL001W	chrX	435927	436143	217	Miura_2006
YJL002C	chrX	433083	433221	139	Xu_2009
YJL006C	chrX	423086	423138	53	Xu_2009
YJL008C	chrX	419724	419957	234	Nagalakshmi_2008
YJL010C	chrX	417470	417562	93	Nagalakshmi_2008
YJL012C	chrX	411173	411234	62	Nagalakshmi_2008
YJL014W	chrX	409163	409283	121	Nagalakshmi_2008
YJL024C	chrX	395716	395931	216	Nagalakshmi_2008
YJL026W	chrX	393604	393744	141	Xu_2009
YJL030W	chrX	388248	388430	183	Xu_2009
YJL033W	chrX	386150	386230	81	Nagalakshmi_2008
YJL034W	chrX	383376	383571	196	Nagalakshmi_2008
YJL041W	chrX	368374	368502	129	Nagalakshmi_2008
YJL044C	chrX	358048	358300	253	Xu_2009
YJL052W	chrX	339270	339398	129	Nagalakshmi_2008
YJL055W	chrX	334095	334155	61	Nagalakshmi_2008
YJL060W	chrX	324721	324809	89	Nagalakshmi_2008
YJL062W-A	chrX	316981	317180	200	Nagalakshmi_2008
YJL069C	chrX	310813	310922	110	Nagalakshmi_2008
YJL072C	chrX	304636	305221	586	Xu_2009
YJL073W	chrX	305119	305211	93	Xu_2009
YJL079C	chrX	289692	289875	184	Miura_2006
YJL082W	chrX	283381	283598	218	Nagalakshmi_2008
YJL085W	chrX	274699	274809	111	Nagalakshmi_2008
YJL091C	chrX	260973	261080	108	Xu_2009
YJL096W	chrX	246976	247072	97	Xu_2009
YJL097W	chrX	246245	246317	73	Xu_2009
YJL101C	chrX	234043	234320	278	Nagalakshmi_2008
YJL103C	chrX	228824	229025	202	Yassour_2009
YJL104W	chrX	227777	227944	168	Nagalakshmi_2008
YJL111W	chrX	209530	209659	130	Nagalakshmi_2008
YJL112W	chrX	207450	207593	144	Nagalakshmi_2008
YJL115W	chrX	197127	197212	86	Nagalakshmi_2008
YJL117W	chrX	193467	193487	21	Nagalakshmi_2008
YJL121C	chrX	190310	190374	65	Xu_2009
YJL122W	chrX	190244	190403	160	Nagalakshmi_2008
YJL123C	chrX	187936	188004	69	Xu_2009
YJL124C	chrX	186854	187126	273	Xu_2009
YJL125C	chrX	185424	185528	105	Xu_2009
YJL136C	chrX	156429	156550	122	Yassour_2009
YJL138C	chrX	153293	153504	212	Nagalakshmi_2008
YJL139C	chrX	150877	151713	837	Nagalakshmi_2008
YJL140W	chrX	151627	151676	50	Nagalakshmi_2008
YJL143W	chrX	147578	147944	367	Xu_2009
YJL148W	chrX	141139	141199	61	Nagalakshmi_2008
YJL151C	chrX	136327	136372	46	Xu_2009
YJL158C	chrX	121959	122265	307	Nagalakshmi_2008
YJL159W	chrX	121691	121998	308	Xu_2009
YJL161W	chrX	117788	117941	154	Xu_2009
YJL164C	chrX	109876	109966	91	Xu_2009
YJL166W	chrX	106719	106942	224	Miura_2006
YJL167W	chrX	106073	106201	129	Yassour_2009
YJL171C	chrX	99530	99704	175	Miura_2006
YJL172W	chrX	99468	99612	145	Nagalakshmi_2008
YJL174W	chrX	95923	96091	169	Nagalakshmi_2008
YJL177W	chrX	91658	91863	206	Yassour_2009
YJL178C	chrX	89185	89282	98	Xu_2009
YJL179W	chrX	89117	89254	138	Miura_2006
YJL180C	chrX	87498	87583	86	Miura_2006
YJL183W	chrX	85337	85443	107	Xu_2009
YJL184W	chrX	83820	83902	83	Miura_2006
YJL186W	chrX	81916	82060	145	Xu_2009
YJL190C	chrX	74751	74910	160	Zhang_2005
YJL191W	chrX	74612	74785	174	Yassour_2009
YJL192C	chrX	72588	72710	123	Miura_2006
YJL196C	chrX	67750	67850	101	Miura_2006
YJL198W	chrX	63490	63571	82	Nagalakshmi_2008
YJL205C	chrX	49985	50139	155	Miura_2006
YJL208C	chrX	40075	40194	120	Xu_2009
YJL209W	chrX	39970	40067	98	Nagalakshmi_2008
YJL210W	chrX	37735	37797	63	Nagalakshmi_2008
YJL217W	chrX	23730	23887	158	Xu_2009
YJL218W	chrX	22564	22730	167	Yassour_2009
YJR001W	chrX	438611	438748	138	Xu_2009
YJR002W	chrX	440647	441017	371	Xu_2009
YJR006W	chrX	450666	450741	76	Xu_2009
YJR007W	chrX	451935	452101	167	Nagalakshmi_2008
YJR008W	chrX	453447	453526	80	Nagalakshmi_2008
YJR009C	chrX	453565	453683	119	Miura_2006
YJR011C	chrX	458566	458641	76	Nagalakshmi_2008
YJR013W	chrX	461594	461687	94	Xu_2009
YJR014W	chrX	462426	462647	222	Miura_2006
YJR016C	chrX	464317	464451	135	Nagalakshmi_2008
YJR025C	chrX	470987	471138	152	Zhang_2005
YJR034W	chrX	497010	497075	66	Nagalakshmi_2008
YJR040W	chrX	510086	510145	60	Nagalakshmi_2008
YJR042W	chrX	516290	516393	104	Xu_2009
YJR044C	chrX	518605	518763	159	Nagalakshmi_2008
YJR045C	chrX	519420	519638	219	Nagalakshmi_2008
YJR048W	chrX	526665	526856	192	Xu_2009
YJR050W	chrX	529405	529657	253	Xu_2009
YJR056C	chrX	541669	541792	124	Xu_2009
YJR057W	chrX	544713	544781	69	Nagalakshmi_2008
YJR059W	chrX	548244	548367	124	Nagalakshmi_2008
YJR060W	chrX	549815	550405	591	Nagalakshmi_2008
YJR063W	chrX	555573	555730	158	Xu_2009
YJR064W	chrX	557603	557693	91	Xu_2009
YJR065C	chrX	557662	557809	148	Xu_2009
YJR068W	chrX	568705	568775	71	Xu_2009
YJR069C	chrX	568684	568806	123	Xu_2009
YJR070C	chrX	569512	569621	110	Xu_2009
YJR072C	chrX	570904	570967	64	Xu_2009
YJR075W	chrX	575172	575369	198	Nagalakshmi_2008
YJR076C	chrX	575227	575354	128	Nagalakshmi_2008
YJR082C	chrX	581724	581914	191	Nagalakshmi_2008
YJR085C	chrX	585026	585120	95	Nagalakshmi_2008
YJR094W-A	chrX	608859	608999	141	Xu_2009
