gene	chr	5utr_start	5utr_end	length	source
YGR002C	chrVII	499907	499909	3	Xu_2009
YGR007W	chrVII	506930	506969	40	Nagalakshmi_2008
YGR008C	chrVII	508365	508473	109	Miura_2006
YGR009C	chrVII	511003	511068	66	Nagalakshmi_2008
YGR012W	chrVII	513143	513159	17	Xu_2009
YGR013W	chrVII	514513	514554	42	Zhang_2005
YGR016W	chrVII	522249	522261	13	Xu_2009
YGR017W	chrVII	523621	523787	167	Xu_2009
YGR020C	chrVII	527330	527414	85	Miura_2006
YGR021W	chrVII	527579	527632	54	Xu_2009
YGR026W	chrVII	532855	532985	131	Miura_2006
YGR027C	chrVII	534459	534890	432	Miura_2006
YGR028W	chrVII	542179	542203	25	Miura_2006
YGR031W	chrVII	546362	546441	80	Xu_2009
YGR033C	chrVII	554968	555044	77	Nagalakshmi_2008
YGR034W	chrVII	555671	555812	142	Zhang_2005
YGR035C	chrVII	557423	557512	90	Miura_2006
YGR037C	chrVII	559995	560078	84	Miura_2006
YGR038W	chrVII	560521	560682	162	Miura_2006
YGR042W	chrVII	579427	579476	50	Zhang_2005
YGR046W	chrVII	584774	584895	122	Xu_2009
YGR048W	chrVII	589772	589826	55	Miura_2006
YGR049W	chrVII	591232	591314	83	Miura_2006
YGR050C	chrVII	592443	592530	88	Miura_2006
YGR053C	chrVII	595838	595940	103	Nagalakshmi_2008
YGR054W	chrVII	596523	596693	171	Miura_2006
YGR055W	chrVII	599305	599417	113	Miura_2006
YGR060W	chrVII	610482	610564	83	Miura_2006
YGR063C	chrVII	617825	617847	23	Miura_2006
YGR074W	chrVII	635701	635712	12	Miura_2006
YGR076C	chrVII	637578	637649	72	Miura_2006
YGR077C	chrVII	639514	639553	40	Xu_2009
YGR080W	chrVII	641981	642010	30	Xu_2009
YGR081C	chrVII	643781	643835	55	Xu_2009
YGR082W	chrVII	643998	644044	47	Miura_2006
YGR085C	chrVII	648908	648982	75	Miura_2006
YGR086C	chrVII	650618	650744	127	Xu_2009
YGR088W	chrVII	654610	654634	25	Miura_2006
YGR093W	chrVII	670323	670388	66	Zhang_2005
YGR095C	chrVII	676343	676425	83	Xu_2009
YGR100W	chrVII	690146	690245	100	Nagalakshmi_2008
YGR101W	chrVII	693304	693363	60	Miura_2006
YGR102C	chrVII	695136	695149	14	Miura_2006
YGR103W	chrVII	695367	695417	51	Yassour_2009
YGR104C	chrVII	698369	698436	68	Xu_2009
YGR105W	chrVII	698537	698599	63	Nagalakshmi_2008
YGR106C	chrVII	699787	699854	68	Xu_2009
YGR108W	chrVII	703371	703636	266	Miura_2006
YGR110W	chrVII	713653	713709	57	Xu_2009
YGR111W	chrVII	715757	715828	72	Xu_2009
YGR112W	chrVII	717301	717358	58	Xu_2009
YGR113W	chrVII	718832	718893	62	Nagalakshmi_2008
YGR116W	chrVII	720354	720409	56	Nagalakshmi_2008
YGR118W	chrVII	726952	726974	23	Miura_2006
YGR123C	chrVII	738204	738237	34	Yassour_2009
YGR124W	chrVII	739897	739944	48	Xu_2009
YGR128C	chrVII	750092	750139	48	Xu_2009
YGR130C	chrVII	753845	753947	103	Xu_2009
YGR135W	chrVII	761301	761392	92	Miura_2006
YGR141W	chrVII	770538	770569	32	Xu_2009
YGR142W	chrVII	772275	772454	180	Miura_2006
YGR145W	chrVII	781728	781767	40	Xu_2009
YGR146C	chrVII	784859	785155	297	Nagalakshmi_2008
YGR147C	chrVII	786921	787004	84	Xu_2009
YGR148C	chrVII	787780	788220	441	Miura_2006
YGR149W	chrVII	788921	789031	111	Miura_2006
YGR155W	chrVII	798467	798543	77	Yassour_2009
YGR157W	chrVII	802188	802440	253	Zhang_2005
YGR159C	chrVII	807657	807711	55	Xu_2009
YGR161C	chrVII	809421	809514	94	Nagalakshmi_2008
YGR161W-C	chrVII	809997	810227	231	Xu_2009
YGR163W	chrVII	827496	827552	57	Nagalakshmi_2008
YGR165W	chrVII	829063	829116	54	Nagalakshmi_2008
YGR167W	chrVII	832363	832456	94	Yassour_2009
YGR169C	chrVII	835904	835929	26	Nagalakshmi_2008
YGR169C-A	chrVII	836666	836769	104	Xu_2009
YGR170W	chrVII	837087	837142	56	Xu_2009
YGR171C	chrVII	842552	842574	23	Xu_2009
YGR172C	chrVII	843592	843628	37	Nagalakshmi_2008
YGR173W	chrVII	843811	843854	44	Nagalakshmi_2008
YGR174W-A	chrVII	846507	846655	149	Nagalakshmi_2008
YGR175C	chrVII	848424	848450	27	Xu_2009
YGR178C	chrVII	853216	853436	221	Xu_2009
YGR181W	chrVII	858222	858287	66	Xu_2009
YGR183C	chrVII	859477	859577	101	Miura_2006
YGR185C	chrVII	867521	867563	43	Nagalakshmi_2008
YGR186W	chrVII	867757	867774	18	Nagalakshmi_2008
YGR189C	chrVII	878193	878282	90	Nagalakshmi_2008
YGR191W	chrVII	880192	880420	229	Xu_2009
YGR192C	chrVII	883811	883879	69	Miura_2006
YGR193C	chrVII	885742	885849	108	Xu_2009
YGR195W	chrVII	888777	888882	106	Nagalakshmi_2008
YGR199W	chrVII	897462	897502	41	Miura_2006
YGR200C	chrVII	902271	902329	59	Nagalakshmi_2008
YGR204W	chrVII	905884	905934	51	Xu_2009
YGR205W	chrVII	909088	909213	126	Miura_2006
YGR206W	chrVII	910409	910432	24	Miura_2006
YGR207C	chrVII	911629	911683	55	Xu_2009
YGR208W	chrVII	911825	911883	59	Zhang_2005
YGR209C	chrVII	913228	913318	91	Miura_2006
YGR210C	chrVII	914739	914863	125	Nagalakshmi_2008
YGR211W	chrVII	915163	915241	79	Zhang_2005
YGR214W	chrVII	920549	920575	27	Xu_2009
YGR215W	chrVII	922094	922175	82	Zhang_2005
YGR220C	chrVII	936884	936899	16	Nagalakshmi_2008
YGR221C	chrVII	938993	939084	92	Nagalakshmi_2008
YGR222W	chrVII	939915	939923	9	Zhang_2005
YGR223C	chrVII	942216	942274	59	Xu_2009
YGR230W	chrVII	951823	951894	72	Nagalakshmi_2008
YGR231C	chrVII	953481	953569	89	Nagalakshmi_2008
YGR232W	chrVII	953939	953960	22	Miura_2006
YGR234W	chrVII	959846	959904	59	Zhang_2005
YGR235C	chrVII	962062	962132	71	Xu_2009
YGR239C	chrVII	970054	970155	102	Nagalakshmi_2008
YGR240C	chrVII	973735	973981	247	Xu_2009
YGR241C	chrVII	976582	977094	513	Xu_2009
YGR243W	chrVII	977193	977336	144	Miura_2006
YGR244C	chrVII	979320	979427	108	Miura_2006
YGR248W	chrVII	985939	985972	34	Miura_2006
YGR250C	chrVII	993522	993722	201	Yassour_2009
YGR251W	chrVII	995607	995639	33	Xu_2009
YGR252W	chrVII	996822	996869	48	Xu_2009
YGR253C	chrVII	999141	999205	65	Nagalakshmi_2008
YGR254W	chrVII	1000851	1000927	77	Miura_2006
YGR260W	chrVII	1012484	1012485	2	Xu_2009
YGR261C	chrVII	1016751	1016798	48	Xu_2009
YGR262C	chrVII	1017760	1017800	41	Yassour_2009
YGR263C	chrVII	1019242	1019275	34	Nagalakshmi_2008
YGR267C	chrVII	1025736	1025894	159	Nagalakshmi_2008
YGR274C	chrVII	1043096	1043103	8	Nagalakshmi_2008
YGR277C	chrVII	1046562	1046579	18	Nagalakshmi_2008
YGR278W	chrVII	1046722	1046731	10	Yassour_2009
YGR281W	chrVII	1052599	1052824	226	Nagalakshmi_2008
YGR282C	chrVII	1058725	1058807	83	Nagalakshmi_2008
YGR283C	chrVII	1060041	1060081	41	Xu_2009
YGR284C	chrVII	1061591	1061639	49	Nagalakshmi_2008
YGR285C	chrVII	1063154	1063166	13	Xu_2009
YGR286C	chrVII	1064941	1065050	110	Nagalakshmi_2008
YHL001W	chrVIII	104222	104277	56	Xu_2009
YHL003C	chrVIII	101884	102049	166	Xu_2009
YHL004W	chrVIII	99140	99219	80	Nagalakshmi_2008
YHL008C	chrVIII	94511	94702	192	Nagalakshmi_2008
YHL011C	chrVIII	81617	81744	128	Nagalakshmi_2008
YHL013C	chrVIII	78354	78393	40	Nagalakshmi_2008
YHL019C	chrVIII	69549	69587	39	Xu_2009
YHL020C	chrVIII	67457	67540	84	Nagalakshmi_2008
YHL025W	chrVIII	54794	54851	58	Xu_2009
YHL027W	chrVIII	51008	51111	104	Miura_2006
YHL028W	chrVIII	48695	48763	69	Nagalakshmi_2008
YHL029C	chrVIII	47969	47994	26	Xu_2009
YHL032C	chrVIII	38509	38620	112	Nagalakshmi_2008
YHL033C	chrVIII	36026	36045	20	Nagalakshmi_2008
YHL034C	chrVIII	34078	34196	119	Xu_2009
YHL036W	chrVIII	26212	26241	30	Miura_2006
YHL038C	chrVIII	25510	25550	41	Xu_2009
YHR001W	chrVIII	106033	106055	23	Miura_2006
YHR001W-A	chrVIII	107761	107826	66	Miura_2006
YHR002W	chrVIII	108665	108812	148	Xu_2009
YHR003C	chrVIII	111318	111328	11	Xu_2009
YHR005C-A	chrVIII	115902	115946	45	Miura_2006
YHR006W	chrVIII	117758	117814	57	Zhang_2005
YHR007C	chrVIII	121684	121854	171	Xu_2009
YHR008C	chrVIII	123591	123675	85	Nagalakshmi_2008
YHR009C	chrVIII	125681	125915	235	Xu_2009
YHR010W	chrVIII	126442	126521	80	Yassour_2009
YHR011W	chrVIII	127679	127780	102	Xu_2009
YHR012W	chrVIII	129461	129481	21	Miura_2006
YHR013C	chrVIII	131447	131487	41	Xu_2009
YHR016C	chrVIII	138456	138504	49	Xu_2009
YHR017W	chrVIII	138669	138694	26	Miura_2006
YHR018C	chrVIII	141403	141463	61	Nagalakshmi_2008
YHR019C	chrVIII	143559	143635	77	Xu_2009
YHR020W	chrVIII	143852	143996	145	Zhang_2005
YHR021C	chrVIII	148670	148762	93	Miura_2006
YHR024C	chrVIII	159193	159230	38	Nagalakshmi_2008
YHR025W	chrVIII	159403	159438	36	Yassour_2009
YHR026W	chrVIII	160730	160844	115	Miura_2006
YHR028C	chrVIII	167435	167482	48	Nagalakshmi_2008
YHR029C	chrVIII	168562	168589	28	Miura_2006
YHR030C	chrVIII	170345	170418	74	Xu_2009
YHR033W	chrVIII	175527	175548	22	Miura_2006
YHR037W	chrVIII	181931	181977	47	Yassour_2009
YHR039C-A	chrVIII	187680	187717	38	Miura_2006
YHR040W	chrVIII	187899	187924	26	Xu_2009
YHR042W	chrVIII	190489	190543	55	Miura_2006
YHR043C	chrVIII	193546	193653	108	Xu_2009
YHR047C	chrVIII	201311	201383	73	Xu_2009
YHR049W	chrVIII	206421	206462	42	Miura_2006
YHR051W	chrVIII	209532	209705	174	Miura_2006
YHR052W	chrVIII	210811	210848	38	Miura_2006
YHR057C	chrVIII	218844	218873	30	Xu_2009
YHR058C	chrVIII	219885	219903	19	Nagalakshmi_2008
YHR059W	chrVIII	220057	220108	52	Nagalakshmi_2008
YHR060W	chrVIII	220717	220725	9	Nagalakshmi_2008
YHR061C	chrVIII	222479	222504	26	Xu_2009
YHR062C	chrVIII	223759	223779	21	Xu_2009
YHR064C	chrVIII	227142	227202	61	Xu_2009
YHR065C	chrVIII	229038	229085	48	Xu_2009
YHR066W	chrVIII	229302	229335	34	Nagalakshmi_2008
YHR067W	chrVIII	230920	230970	51	Xu_2009
YHR068W	chrVIII	232049	232133	85	Zhang_2005
YHR069C	chrVIII	234659	234684	26	Xu_2009
YHR072W	chrVIII	239017	239098	82	Nagalakshmi_2008
YHR072W-A	chrVIII	241579	241664	86	Miura_2006
YHR074W	chrVIII	246142	246193	52	Xu_2009
YHR076W	chrVIII	251075	251101	27	Nagalakshmi_2008
YHR081W	chrVIII	267478	267538	61	Xu_2009
YHR083W	chrVIII	272618	272627	10	Nagalakshmi_2008
YHR085W	chrVIII	276734	276764	31	Xu_2009
YHR087W	chrVIII	280534	280820	287	Miura_2006
YHR088W	chrVIII	281464	281495	32	Nagalakshmi_2008
YHR089C	chrVIII	283299	283375	77	Miura_2006
YHR092C	chrVIII	288812	288886	75	Xu_2009
YHR094C	chrVIII	292626	292680	55	Xu_2009
YHR100C	chrVIII	314674	314719	46	Xu_2009
YHR102W	chrVIII	316395	316572	178	Yassour_2009
YHR104W	chrVIII	323311	323409	99	Miura_2006
YHR107C	chrVIII	328037	328099	63	Nagalakshmi_2008
YHR108W	chrVIII	328247	328303	57	Nagalakshmi_2008
YHR109W	chrVIII	330286	330310	25	Miura_2006
YHR110W	chrVIII	332254	332282	29	Miura_2006
YHR112C	chrVIII	335664	336178	515	Nagalakshmi_2008
YHR113W	chrVIII	336299	336337	39	Miura_2006
YHR118C	chrVIII	345629	345656	28	Xu_2009
YHR120W	chrVIII	349548	349574	27	Xu_2009
YHR121W	chrVIII	352685	352756	72	Xu_2009
YHR122W	chrVIII	353556	353625	70	Xu_2009
YHR127W	chrVIII	360869	360913	45	Zhang_2005
YHR128W	chrVIII	362057	362115	59	Miura_2006
YHR129C	chrVIII	364154	364257	104	Yassour_2009
YHR132C	chrVIII	369795	369836	42	Xu_2009
YHR132W-A	chrVIII	369986	370054	69	Miura_2006
YHR135C	chrVIII	374311	374419	109	Nagalakshmi_2008
YHR137W	chrVIII	375430	375709	280	Zhang_2005
YHR138C	chrVIII	377700	377771	72	Miura_2006
YHR141C	chrVIII	382752	382816	65	Miura_2006
YHR142W	chrVIII	383316	383538	223	Yassour_2009
YHR143W	chrVIII	385243	385510	268	Nagalakshmi_2008
YHR143W-A	chrVIII	387173	387233	61	Miura_2006
YHR144C	chrVIII	388727	388758	32	Xu_2009
YHR146W	chrVIII	390262	390300	39	Zhang_2005
YHR147C	chrVIII	393284	393342	59	Nagalakshmi_2008
YHR148W	chrVIII	393507	393534	28	Xu_2009
YHR149C	chrVIII	396660	396805	146	Nagalakshmi_2008
YHR152W	chrVIII	401316	401434	119	Miura_2006
YHR156C	chrVIII	412407	412460	54	Nagalakshmi_2008
YHR162W	chrVIII	422870	423072	203	Miura_2006
YHR163W	chrVIII	423706	423724	19	Miura_2006
YHR169W	chrVIII	442139	442181	43	Xu_2009
YHR170W	chrVIII	443767	443828	62	Xu_2009
YHR171W	chrVIII	445705	445713	9	Miura_2006
YHR174W	chrVIII	451290	451327	38	Miura_2006
YHR176W	chrVIII	454151	454229	79	Miura_2006
YHR179W	chrVIII	462446	462502	57	Miura_2006
YHR181W	chrVIII	467171	467228	58	Nagalakshmi_2008
YHR183W	chrVIII	470874	470960	87	Zhang_2005
YHR187W	chrVIII	480956	480990	35	Nagalakshmi_2008
YHR188C	chrVIII	483838	483886	49	Yassour_2009
YHR190W	chrVIII	484797	484845	49	Nagalakshmi_2008
YHR191C	chrVIII	486632	486691	60	Nagalakshmi_2008
YHR192W	chrVIII	486792	486826	35	Miura_2006
YHR193C	chrVIII	488237	488301	65	Nagalakshmi_2008
YHR194W	chrVIII	488605	488657	53	Xu_2009
YHR195W	chrVIII	490574	490747	174	Miura_2006
YHR196W	chrVIII	491873	491931	59	Nagalakshmi_2008
YHR197W	chrVIII	493886	493896	11	Xu_2009
YHR200W	chrVIII	499046	499079	34	Nagalakshmi_2008
YHR203C	chrVIII	505531	505650	120	Nagalakshmi_2008
YHR208W	chrVIII	517484	517532	49	Xu_2009
YHR216W	chrVIII	554291	554396	106	Zhang_2005
YIL002W-A	chrIX	350260	350301	42	Xu_2009
YIL003W	chrIX	349071	349122	52	Xu_2009
YIL004C	chrIX	348506	348524	19	Miura_2006
YIL007C	chrIX	343657	343700	44	Xu_2009
YIL008W	chrIX	342455	342536	82	Miura_2006
YIL009C-A	chrIX	336213	336264	52	Miura_2006
YIL009W	chrIX	339344	339344	1	Xu_2009
YIL010W	chrIX	334798	334882	85	Miura_2006
YIL014W	chrIX	325930	326103	174	Zhang_2005
YIL016W	chrIX	321430	321454	25	Miura_2006
YIL018W	chrIX	316745	316768	24	Miura_2006
YIL019W	chrIX	315068	315093	26	Nagalakshmi_2008
YIL020C	chrIX	314821	314871	51	Nagalakshmi_2008
YIL021W	chrIX	312817	312905	89	Xu_2009
YIL022W	chrIX	311048	311165	118	Zhang_2005
YIL024C	chrIX	309172	309223	52	Miura_2006
YIL027C	chrIX	304105	304162	58	Yassour_2009
YIL030C	chrIX	300010	300073	64	Nagalakshmi_2008
YIL033C	chrIX	291670	291777	108	Xu_2009
YIL034C	chrIX	290090	290116	27	Miura_2006
YIL036W	chrIX	285508	285666	159	Miura_2006
YIL039W	chrIX	278398	278426	29	Miura_2006
YIL040W	chrIX	277706	277723	18	Xu_2009
YIL041W	chrIX	276485	276525	41	Miura_2006
YIL042C	chrIX	276293	276349	57	Nagalakshmi_2008
YIL043C	chrIX	274927	274951	25	Xu_2009
YIL044C	chrIX	273847	273881	35	Yassour_2009
YIL045W	chrIX	271068	271161	94	Miura_2006
YIL046W	chrIX	268584	268651	68	Xu_2009
YIL049W	chrIX	260153	260158	6	Nagalakshmi_2008
YIL050W	chrIX	258792	258913	122	Miura_2006
YIL051C	chrIX	258281	258361	81	Miura_2006
YIL052C	chrIX	257064	257155	92	Miura_2006
YIL053W	chrIX	255019	255115	97	Yassour_2009
YIL056W	chrIX	249865	249991	127	Nagalakshmi_2008
YIL057C	chrIX	248397	248467	71	Miura_2006
YIL062C	chrIX	244463	244500	38	Miura_2006
YIL063C	chrIX	243745	243781	37	Nagalakshmi_2008
YIL065C	chrIX	241776	241866	91	Miura_2006
YIL067C	chrIX	237761	237819	59	Xu_2009
YIL068C	chrIX	235475	235541	67	Nagalakshmi_2008
YIL069C	chrIX	232370	232491	122	Miura_2006
YIL070C	chrIX	231073	231150	78	Nagalakshmi_2008
YIL076W	chrIX	216632	216658	27	Xu_2009
YIL078W	chrIX	212452	212499	48	Xu_2009
YIL079C	chrIX	212006	212048	43	Miura_2006
YIL083C	chrIX	204654	204993	340	Nagalakshmi_2008
YIL085C	chrIX	202044	202113	70	Nagalakshmi_2008
YIL087C	chrIX	200120	200201	82	Miura_2006
YIL088C	chrIX	199404	199476	73	Nagalakshmi_2008
YIL090W	chrIX	193458	193595	138	Miura_2006
YIL091C	chrIX	193196	193220	25	Xu_2009
YIL093C	chrIX	188785	188859	75	Xu_2009
YIL095W	chrIX	183777	183937	161	Yassour_2009
YIL096C	chrIX	183128	183161	34	Nagalakshmi_2008
YIL097W	chrIX	180402	180427	26	Yassour_2009
YIL098C	chrIX	180240	180282	43	Nagalakshmi_2008
YIL102C-A	chrIX	173593	173647	55	Miura_2006
YIL103W	chrIX	171652	171751	100	Xu_2009
YIL105C	chrIX	169642	169782	141	Xu_2009
YIL106W	chrIX	166309	166415	107	Miura_2006
YIL108W	chrIX	160864	160887	24	Zhang_2005
YIL109C	chrIX	160166	160252	87	Xu_2009
YIL110W	chrIX	156007	156045	39	Nagalakshmi_2008
YIL111W	chrIX	155179	155222	44	Miura_2006
YIL113W	chrIX	150528	150559	32	Miura_2006
YIL114C	chrIX	149989	150005	17	Xu_2009
YIL121W	chrIX	132196	132244	49	Nagalakshmi_2008
YIL123W	chrIX	127455	128151	697	Xu_2009
YIL124W	chrIX	126147	126204	58	Miura_2006
YIL126W	chrIX	117923	117992	70	Nagalakshmi_2008
YIL127C	chrIX	117645	117673	29	Nagalakshmi_2008
YIL131C	chrIX	102236	102310	75	Miura_2006
YIL133C	chrIX	99417	99457	41	Xu_2009
YIL136W	chrIX	93539	93619	81	Miura_2006
YIL137C	chrIX	92789	92837	49	Yassour_2009
YIL138C	chrIX	89716	89745	30	Yassour_2009
YIL139C	chrIX	88717	88752	36	Xu_2009
YIL142W	chrIX	83266	83302	37	Miura_2006
YIL148W	chrIX	68683	68708	26	Miura_2006
YIL156W-B	chrIX	47683	47690	8	Miura_2006
YIL157C	chrIX	47543	47576	34	Nagalakshmi_2008
YIL158W	chrIX	46191	46201	11	Xu_2009
YIL161W	chrIX	39424	39433	10	Miura_2006
YIR003W	chrIX	360823	360885	63	Yassour_2009
YIR010W	chrIX	375348	375431	84	Xu_2009
YIR011C	chrIX	378247	378262	16	Nagalakshmi_2008
YIR012W	chrIX	378462	378486	25	Zhang_2005
YIR016W	chrIX	382579	382628	50	Miura_2006
YIR022W	chrIX	398676	398733	58	Miura_2006
YIR035C	chrIX	421791	421850	60	Yassour_2009
YIR036C	chrIX	422866	422891	26	Nagalakshmi_2008
YIR037W	chrIX	423044	423128	85	Miura_2006
YJL001W	chrX	435122	435163	42	Nagalakshmi_2008
YJL002C	chrX	434652	434707	56	Xu_2009
YJL006C	chrX	424110	424174	65	Nagalakshmi_2008
YJL008C	chrX	421664	421706	43	Xu_2009
YJL010C	chrX	419563	419587	25	Xu_2009
YJL012C	chrX	413400	413430	31	Xu_2009
YJL014W	chrX	407513	407558	46	Xu_2009
YJL024C	chrX	396593	396614	22	Nagalakshmi_2008
YJL026W	chrX	392339	392404	66	Xu_2009
YJL030W	chrX	387620	387657	38	Nagalakshmi_2008
YJL033W	chrX	383812	383837	26	Nagalakshmi_2008
YJL034W	chrX	381290	381327	38	Nagalakshmi_2008
YJL041W	chrX	365718	365784	67	Xu_2009
YJL044C	chrX	359677	359755	79	Nagalakshmi_2008
YJL052W	chrX	338198	338271	74	Nagalakshmi_2008
YJL055W	chrX	333336	333357	22	Nagalakshmi_2008
YJL060W	chrX	323328	323386	59	Nagalakshmi_2008
YJL062W-A	chrX	316695	316723	29	Xu_2009
YJL069C	chrX	312707	312728	22	Nagalakshmi_2008
YJL072C	chrX	305863	305915	53	Xu_2009
YJL073W	chrX	303062	303181	120	Nagalakshmi_2008
YJL079C	chrX	290775	290961	187	Nagalakshmi_2008
YJL082W	chrX	281068	281185	118	Nagalakshmi_2008
YJL085W	chrX	272739	272827	89	Xu_2009
YJL091C	chrX	262553	262568	16	Yassour_2009
YJL096W	chrX	246450	246490	41	Xu_2009
YJL097W	chrX	245531	245591	61	Xu_2009
YJL101C	chrX	236357	236512	156	Nagalakshmi_2008
YJL103C	chrX	230882	230994	113	Nagalakshmi_2008
YJL104W	chrX	227275	227327	53	Xu_2009
YJL111W	chrX	207822	207877	56	Xu_2009
YJL112W	chrX	205262	205305	44	Xu_2009
YJL115W	chrX	196212	196287	76	Xu_2009
YJL117W	chrX	192531	192531	1	Zhang_2005
YJL121C	chrX	191091	191123	33	Nagalakshmi_2008
YJL122W	chrX	189688	189716	29	Nagalakshmi_2008
YJL123C	chrX	189441	189480	40	Xu_2009
YJL124C	chrX	187645	187816	172	Nagalakshmi_2008
YJL125C	chrX	186680	186737	58	Nagalakshmi_2008
YJL136C	chrX	157274	157295	22	Nagalakshmi_2008
YJL138C	chrX	154692	154781	90	Xu_2009
YJL139C	chrX	153000	153054	55	Xu_2009
YJL140W	chrX	150863	150961	99	Xu_2009
YJL143W	chrX	147056	147101	46	Nagalakshmi_2008
YJL148W	chrX	140371	140437	67	Xu_2009
YJL151C	chrX	136774	136806	33	Nagalakshmi_2008
YJL158C	chrX	122949	122975	27	Xu_2009
YJL159W	chrX	120381	120449	69	Miura_2006
YJL161W	chrX	117227	117245	19	Miura_2006
YJL164C	chrX	111160	111386	227	Nagalakshmi_2008
YJL166W	chrX	106324	106434	111	Miura_2006
YJL167W	chrX	104959	105014	56	Miura_2006
YJL171C	chrX	100895	100926	32	Nagalakshmi_2008
YJL172W	chrX	97699	97737	39	Miura_2006
YJL174W	chrX	94965	95092	128	Miura_2006
YJL177W	chrX	90686	90786	101	Yassour_2009
YJL178C	chrX	90098	90135	38	Nagalakshmi_2008
YJL179W	chrX	88720	88787	68	Miura_2006
YJL180C	chrX	88561	88565	5	Nagalakshmi_2008
YJL183W	chrX	83994	84068	75	Nagalakshmi_2008
YJL184W	chrX	83242	83448	207	Xu_2009
YJL186W	chrX	80119	80155	37	Xu_2009
YJL190C	chrX	75303	75365	63	Miura_2006
YJL191W	chrX	73704	73787	84	Zhang_2005
YJL192C	chrX	73415	73453	39	Xu_2009
YJL196C	chrX	68783	68805	23	Yassour_2009
YJL198W	chrX	60815	60844	30	Yassour_2009
YJL205C	chrX	50444	50503	60	Miura_2006
YJL208C	chrX	41184	41235	52	Nagalakshmi_2008
YJL209W	chrX	37904	38005	102	Miura_2006
YJL210W	chrX	36842	36919	78	Miura_2006
YJL217W	chrX	22952	23133	182	Miura_2006
YJL218W	chrX	21921	21973	53	Yassour_2009
YJR001W	chrX	436747	436802	56	Nagalakshmi_2008
YJR002W	chrX	438851	438865	15	Nagalakshmi_2008
YJR006W	chrX	449189	449202	14	Xu_2009
YJR007W	chrX	450932	451020	89	Nagalakshmi_2008
YJR008W	chrX	452280	452430	151	Nagalakshmi_2008
YJR009C	chrX	454682	454953	272	Xu_2009
YJR011C	chrX	459427	459471	45	Nagalakshmi_2008
YJR013W	chrX	460319	460382	64	Xu_2009
YJR014W	chrX	461783	461829	47	Xu_2009
YJR016C	chrX	466209	466223	15	Nagalakshmi_2008
YJR025C	chrX	471672	471884	213	Yassour_2009
YJR034W	chrX	496604	496683	80	Nagalakshmi_2008
YJR040W	chrX	507703	507746	44	Nagalakshmi_2008
YJR042W	chrX	514033	514055	23	Xu_2009
YJR044C	chrX	519186	519248	63	Nagalakshmi_2008
YJR045C	chrX	521603	521741	139	Nagalakshmi_2008
YJR048W	chrX	526280	526335	56	Xu_2009
YJR050W	chrX	528667	528697	31	Xu_2009
YJR056C	chrX	542503	542692	190	Nagalakshmi_2008
YJR057W	chrX	544044	544062	19	Nagalakshmi_2008
YJR059W	chrX	545727	545787	61	Nagalakshmi_2008
YJR060W	chrX	548638	548759	122	Nagalakshmi_2008
YJR063W	chrX	555160	555195	36	Nagalakshmi_2008
YJR064W	chrX	555855	555914	60	Xu_2009
YJR065C	chrX	559159	559197	39	Yassour_2009
YJR068W	chrX	567591	567643	53	Xu_2009
YJR069C	chrX	569400	569450	51	Nagalakshmi_2008
YJR070C	chrX	570599	570685	87	Nagalakshmi_2008
YJR072C	chrX	572125	572181	57	Yassour_2009
YJR075W	chrX	573933	573981	49	Nagalakshmi_2008
YJR076C	chrX	576602	576649	48	Xu_2009
YJR082C	chrX	582256	582403	148	Xu_2009
YJR085C	chrX	585438	585463	26	Xu_2009
YJR094W-A	chrX	608269	608305	37	Nagalakshmi_2008
YJR096W	chrX	611074	611195	122	Nagalakshmi_2008
YJR099W	chrX	615487	615576	90	Xu_2009
YJR100C	chrX	617335	617394	60	Xu_2009
YJR104C	chrX	623015	623292	278	Xu_2009
YJR105W	chrX	623539	623581	43	Xu_2009
YJR109C	chrX	632942	633032	91	Nagalakshmi_2008
YJR112W-A	chrX	637771	637790	20	Nagalakshmi_2008
YJR117W	chrX	641978	642007	30	Nagalakshmi_2008
YJR118C	chrX	644102	644164	63	Xu_2009
YJR123W	chrX	651852	651901	50	Xu_2009
YJR124C	chrX	654239	654297	59	Xu_2009
YJR125C	chrX	655964	656023	60	Nagalakshmi_2008
YJR131W	chrX	667617	667644	28	Miura_2006
YJR133W	chrX	672902	672991	90	Nagalakshmi_2008
YJR135W-A	chrX	676947	676971	25	Nagalakshmi_2008
YJR144W	chrX	700816	700882	67	Xu_2009
YJR145C	chrX	703069	703125	57	Nagalakshmi_2008
YJR148W	chrX	705688	705744	57	Nagalakshmi_2008
YKL001C	chrXI	439386	439501	116	Xu_2009
YKL002W	chrXI	437702	437778	77	Nagalakshmi_2008
YKL003C	chrXI	437493	437533	41	Xu_2009
YKL004W	chrXI	435225	435580	356	Nagalakshmi_2008
YKL006C-A	chrXI	430633	430681	49	Miura_2006
YKL006W	chrXI	431747	431906	160	Yassour_2009
YKL007W	chrXI	429267	429302	36	Xu_2009
YKL009W	chrXI	426174	426242	69	Yassour_2009
YKL011C	chrXI	421217	421229	13	Nagalakshmi_2008
YKL013C	chrXI	418024	418068	45	Nagalakshmi_2008
YKL015W	chrXI	408447	408544	98	Nagalakshmi_2008
YKL016C	chrXI	407990	408085	96	Xu_2009
YKL018C-A	chrXI	403880	403932	53	Miura_2006
YKL025C	chrXI	392280	392307	28	Xu_2009
